| dominio                           | documento           | adm_handle | tec_handle | cob_handle | ticket   | data_cadastro       | ultima_atualizacao  |
| tecnojusc.gov.br                  | 002.482.005/0001-23 | SEGDI7     | SEGDI7     | TRR        |   626127 | 2001-08-20 18:42:35 | 2020-05-05 20:44:23 |
| teimozinha.gov.br                 | 000.360.305/0674-46 | RMJ35      | GIT60      | GIC166     |   399410 | 2000-08-04 21:18:02 | 2023-05-21 01:26:38 |
| telepar.gov.br                    | 076.535.764/0001-43 | SEGDI7     | SEGDI7     | COAOI      |        0 | 1995-07-03 12:00:00 | 2020-05-05 20:44:12 |
| telesc.gov.br                     | 076.535.764/0001-43 | SEGDI7     | SEGDI7     | COAOI      |        0 | 1996-01-01 12:00:00 | 2020-05-05 20:44:17 |
| terraclass.gov.br                 | 000.348.003/0001-10 | SMFSM2     | SMFSM2     | SMFSM2     | 18629292 | 2018-08-03 12:58:54 | 2018-08-03 12:58:54 |
| territoriosdacidadania.gov.br     | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944364 | 2022-08-24 12:16:12 | 2023-05-11 19:06:30 |
| territoriosrurais.gov.br          | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944365 | 2022-08-24 12:16:12 | 2023-05-11 19:06:30 |
| tesouro.gov.br                    | 000.394.460/0409-50 | MEAGU24    | ROFFR86    | GEOIN      |  5830730 | 2009-08-11 11:52:18 | 2022-05-20 04:10:39 |
| tesourodireto.gov.br              | 033.683.111/0001-07 | GSISE      | GSISE      | GSISE      |  1178358 | 2003-05-08 14:03:24 | 2020-06-10 18:15:00 |
| tesourotransparente.gov.br        | 000.394.460/0409-50 | MEAGU24    | ROFFR86    | GEOIN      | 14171768 | 2015-05-26 13:34:23 | 2022-01-27 19:31:36 |
| ticontrole.gov.br                 | 000.414.607/0001-18 | DGACO10    | SEIRE9     | DGACO10    |  4916917 | 2008-10-08 13:41:43 | 2023-06-20 20:40:39 |
| titcb.gov.br                      | 000.414.607/0001-18 | DGACO10    | SEIRE9     | DGACO10    | 18437226 | 2018-06-07 17:33:46 | 2020-10-16 21:28:48 |
| tjap.gov.br                       | 034.870.576/0001-21 | SEGDI7     | LEBEZ10    | MACSC41    |    97640 | 1998-05-14 12:57:56 | 2020-05-05 20:44:12 |
| tjmg.gov.br                       | 021.154.554/0001-13 | SEGDI7     | SEGDI7     | GTT19      |    72924 | 1997-12-04 11:00:00 | 2023-09-07 20:41:06 |
| tjpe.gov.br                       | 011.431.327/0001-34 | TJP        | TJP        | TJP        |    62308 | 1997-10-10 11:00:00 | 2017-04-01 11:45:03 |
| tjrn.gov.br                       | 008.546.459/0001-05 | DIDTE2     | DIDTE2     | DIDTE2     |   147831 | 1999-04-09 20:20:45 | 2019-10-08 18:41:39 |
| to.gov.br                         | 001.786.011/0001-01 | DIISE      | DIISE      | DIISE      |    84697 | 1998-02-02 11:00:00 | 2023-10-09 13:11:47 |
| todoscontracorrupcao.gov.br       | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944366 | 2022-08-24 12:16:12 | 2023-05-11 19:06:30 |
| todosjuntoscontracorrupcao.gov.br | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944367 | 2022-08-24 12:16:12 | 2023-05-11 19:06:30 |
| topawa-kaa.gov.br                 | 000.357.038/0001-16 | INTEL69    | INTEL71    | ROLCO192   |  1546938 | 2004-03-05 12:48:15 | 2022-03-15 13:56:03 |
| torcidalegal.gov.br               | 002.961.362/0001-74 | RAASI691   | MHAGO13    | RAASI691   |  8254264 | 2011-05-26 18:17:09 | 2022-09-06 18:39:44 |
| trabalho.gov.br                   | 037.115.367/0033-48 | COINF90    | COINF90    | COINF90    |   394684 | 2000-07-28 21:30:21 | 2022-04-23 12:47:13 |
| tradeandinvestment.gov.br         | 000.394.536/0009-96 | SAT7       | SAT7       | SAT7       | 10309351 | 2012-08-10 12:59:50 | 2022-05-02 18:51:10 |
| tradepromotion.gov.br             | 000.394.536/0009-96 | SAT7       | SAT7       | SAT7       |  9837295 | 2012-05-24 17:29:54 | 2022-05-02 18:48:46 |
| traficodepessoas.gov.br           | 000.394.494/0013-70 | MIJUS7     | LERBI17    | MIJUS7     | 11572672 | 2013-06-11 11:56:50 | 2023-05-22 21:52:22 |
| transparencia.gov.br              | 026.664.015/0001-48 | SEGDI7     | SRBOL6     | GUMSO21    |  1904753 | 2004-12-07 13:21:31 | 2021-10-21 02:30:52 |
| transparencianacopa.gov.br        | 000.530.279/0004-68 | SSAIR      | SSAIR      | SSAIR      |  8550859 | 2011-07-12 16:17:24 | 2023-10-11 00:38:57 |
| transparenciapublica.gov.br       | 026.664.015/0001-48 | SEGDI7     | SRBOL6     | GUMSO21    |  2401048 | 2005-10-05 19:21:02 | 2021-10-21 02:29:27 |
| transportes.gov.br                | 037.115.342/0001-67 | SECDA3     | SECDA3     | SECDA3     |    23865 | 1996-12-05 11:00:00 | 2021-07-03 01:45:35 |
| tre-ac.gov.br                     | 000.509.018/0023-29 | DCC        | DCC        | WOS3       |   109494 | 1998-08-12 12:39:07 | 2021-08-07 01:06:35 |
| tre-al.gov.br                     | 000.509.018/0002-02 | DCC        | DCC        | WOS3       |   123231 | 1998-11-11 16:07:14 | 2021-08-07 01:07:22 |
| tre-am.gov.br                     | 000.509.018/0003-85 | DCC        | DCC        | WOS3       |   106208 | 1998-08-03 20:07:10 | 2021-08-07 01:07:44 |
| tre-ap.gov.br                     | 034.927.343/0001-18 | DCC        | DCC        | WOS3       |   106206 | 1998-08-05 19:21:57 | 2021-08-07 01:07:02 |
| tre-ba.gov.br                     | 000.509.018/0004-66 | DCC        | DCC        | WOS3       |   106344 | 1998-07-24 20:05:07 | 2021-08-07 01:08:10 |
| tre-ce.gov.br                     | 000.509.018/0005-47 | COITE15    | COITE15    | HPF17      |   106325 | 1998-07-30 19:43:39 | 2021-08-13 11:25:28 |
| tre-df.gov.br                     | 000.509.018/0006-28 | DCC        | DCC        | WOS3       |   106173 | 1998-07-31 18:20:32 | 2021-08-07 01:09:06 |
| tre-es.gov.br                     | 000.509.018/0007-09 | DCC        | DCC        | RBS53      |   106347 | 1998-07-23 20:25:15 | 2021-08-07 01:09:45 |
| tre-go.gov.br                     | 000.509.018/0008-90 | DCC        | DCC        | CNA16      |   108492 | 1998-08-14 16:54:00 | 2021-08-07 01:10:44 |
| tre-ma.gov.br                     | 000.509.018/0009-70 | DCC        | DCC        | DCC        |   111330 | 1998-08-31 13:27:02 | 2021-08-07 01:11:09 |
| tre-mg.gov.br                     | 000.509.018/0011-95 | DCC        | WRA17      | WOS3       |   100479 | 1998-06-15 17:24:54 | 2021-08-07 01:11:30 |
| tre-ms.gov.br                     | 000.509.018/0024-00 | DCC        | DCC        | SAS125     |    80021 | 1998-01-16 12:21:46 | 2021-08-07 01:19:30 |
| tre-mt.gov.br                     | 005.901.308/0001-21 | DCC        | DCC        | DCC        |   106451 | 1998-08-07 17:06:35 | 2021-08-07 01:11:50 |
| tre-pa.gov.br                     | 000.509.018/0012-76 | DCC        | DCC        | JFR25      |   106204 | 1998-08-03 14:01:15 | 2021-08-07 01:12:19 |
| tre-pb.gov.br                     | 000.509.018/0013-57 | SEGDI7     | DCC        | TRP12      |    91806 | 1998-04-15 12:44:06 | 2021-08-07 01:13:00 |
| tre-pe.gov.br                     | 000.509.018/0015-19 | DCC        | DCC        | WFS21      |   108167 | 1998-08-10 14:18:51 | 2021-08-07 01:12:41 |
| tre-pi.gov.br                     | 000.509.018/0016-08 | DCC        | DCC        | WOS3       |   110090 | 1998-08-12 13:39:50 | 2021-08-07 01:13:46 |
| tre-pr.gov.br                     | 003.985.113/0001-81 | DCC        | DCC        | WOS3       |   108165 | 1998-08-13 14:47:29 | 2021-08-07 01:13:20 |
| tre-rj.gov.br                     | 006.170.517/0001-05 | TRR14      | TRR14      | ALA187     |   108617 | 1998-08-11 20:30:19 | 2023-10-02 13:56:48 |
| tre-rn.gov.br                     | 000.509.018/0018-61 | DCC        | DCC        | WOS3       |   108318 | 1998-08-05 12:18:49 | 2021-08-07 01:16:03 |
| tre-ro.gov.br                     | 004.565.735/0001-13 | DCC        | DCC        | DSR17      |   108620 | 1998-08-05 19:21:59 | 2021-08-07 01:16:48 |
| tre-rr.gov.br                     | 000.509.018/0026-71 | DCC        | DCC        | WOS3       |   108319 | 1998-08-05 19:21:58 | 2021-08-07 01:17:08 |
| tre-rs.gov.br                     | 000.509.018/0019-42 | JZFNE      | JZFNE      | JZFNE      |   105897 | 1998-07-15 12:04:53 | 2021-08-09 21:51:38 |
| tre-sc.gov.br                     | 000.509.018/0020-86 | DCC        | DCC        | WOS3       |   106213 | 1998-08-05 12:49:05 | 2021-08-07 01:17:44 |
| tre-se.gov.br                     | 000.509.018/0022-48 | DCC        | DCC        | WLA14      |   110572 | 1998-08-24 17:26:44 | 2021-08-07 01:18:05 |
| tre-sp.gov.br                     | 000.509.018/0021-67 | SEGDI7     | SEGDI7     | PAA79      |   108320 | 1998-08-07 15:04:12 | 2020-05-05 20:44:15 |
| tre-to.gov.br                     | 000.509.018/0025-90 | DCC        | DCC        | WOS3       |   109495 | 1998-08-12 12:39:08 | 2021-08-07 01:18:57 |
| trensurb.gov.br                   | 037.115.342/0001-67 | SECDA3     | SECDA3     | GLF41      |   721838 | 2002-01-21 20:35:04 | 2022-09-28 14:38:09 |
| trevodaloteria.gov.br             | 000.360.305/0643-40 | RMJ35      | GIT60      | GIC166     |   323553 | 2000-05-02 13:26:23 | 2023-05-28 02:38:08 |
| trevodasorte.gov.br               | 000.360.305/0688-41 | RMJ35      | GIT60      | GIC166     |   323577 | 2000-05-02 13:26:23 | 2023-05-28 02:39:17 |
| trevofederal.gov.br               | 000.360.305/0688-41 | RMJ35      | GIT60      | GIC166     |   323580 | 2000-05-02 13:26:24 | 2023-05-28 02:40:34 |
| trf1.gov.br                       | 003.658.507/0001-25 | SEGDI7     | SEGDI7     | COITE8     |    31411 | 1997-02-26 12:00:00 | 2020-05-05 20:44:15 |
| trf2.gov.br                       | 032.243.347/0001-51 | SUITI      | MAVIN3     | SUITI      |    61185 | 1997-10-02 12:00:00 | 2022-07-29 01:16:47 |
| trf3.gov.br                       | 059.949.362/0001-76 | SEGDI7     | RCCON18    | DIARE17    |   111967 | 1998-08-24 17:57:05 | 2021-01-25 18:47:04 |
| trf4.gov.br                       | 092.518.737/0001-19 | CRP165     | LICAM87    | CRP165     |   102774 | 1998-06-19 20:44:29 | 2020-04-20 15:05:34 |
| trf5.gov.br                       | 024.130.072/0001-11 | TRF        | TRF        | TRF        |    81744 | 1998-01-16 12:24:16 | 2019-02-06 18:03:42 |
| tribunaiscplp.gov.br              | 000.414.607/0001-18 | DGACO10    | SEIRE9     | DGACO10    |   415628 | 2000-09-05 11:58:56 | 2023-06-20 20:43:51 |
| tribunaisdotrabalho.gov.br        | 000.509.968/0001-48 | SEGDI7     | SEGDI7     | SCD13      |   536774 | 2001-03-23 12:50:33 | 2020-05-05 20:44:07 |
| trinca.gov.br                     | 000.360.305/0688-41 | RMJ35      | GIT60      | GIC166     |   323568 | 2000-05-02 13:26:25 | 2023-05-28 02:41:48 |
| trincadasorte.gov.br              | 000.360.305/0643-40 | RMJ35      | GIT60      | GIC166     |   323562 | 2000-05-02 13:26:25 | 2023-05-28 02:43:17 |
| trinka.gov.br                     | 000.360.305/0688-41 | RMJ35      | GIT60      | GIC166     |   323565 | 2000-05-02 13:26:26 | 2023-05-28 02:44:47 |
| trt-02.gov.br                     | 003.241.738/0001-39 | RECCO133   | SERTE12    | RECCO133   |   168328 | 1999-06-11 19:34:38 | 2021-03-16 18:21:36 |
| trt-ma.gov.br                     | 023.608.631/0001-93 | TRR7       | TRR7       | TRR7       |  3639585 | 2007-06-05 11:32:00 | 2022-07-22 11:02:13 |
| trt-pe.gov.br                     | 000.509.968/0007-33 | JAS64      | JAS64      | JAS64      |    69522 | 1997-11-14 11:00:00 | 2013-01-05 14:46:04 |
| trt-sp.gov.br                     | 003.241.738/0001-39 | RECCO133   | SERTE12    | RECCO133   |   168315 | 1999-06-11 19:04:24 | 2021-03-16 18:22:02 |
| trt.gov.br                        | 001.298.583/0001-41 | JOPVI11    | JGSCO47    | GAPFA4     |     7055 | 1996-04-22 12:00:00 | 2023-06-13 15:50:34 |
| trt01.gov.br                      | 002.578.421/0001-20 | FAD102     | DMPIT1     | FAD102     |  3639141 | 2007-06-05 11:32:00 | 2022-12-03 04:00:15 |
| trt02.gov.br                      | 003.241.738/0001-39 | RECCO133   | SERTE12    | RECCO133   |    13553 | 1996-08-08 12:00:00 | 2021-03-16 18:22:35 |
| trt05.gov.br                      | 000.509.968/0006-52 | SEIRE      | SEIRE      | SEIRE      |    69435 | 1997-11-13 11:00:00 | 2021-03-17 16:54:53 |
| trt10.gov.br                      | 002.011.574/0001-90 | SEGDI7     | SEGDI7     | FRCPF      |     5134 | 1996-01-23 12:00:00 | 2020-05-05 20:44:09 |
| trt11.gov.br                      | 001.671.187/0001-18 | AMO26      | JRORE      | AMO26      |    74971 | 1997-12-11 11:00:00 | 2011-04-13 16:17:59 |
| trt12.gov.br                      | 002.482.005/0001-23 | SEGDI7     | SEGDI7     | TRR        |    56395 | 1997-09-06 12:00:00 | 2021-07-31 10:19:45 |
| trt13.gov.br                      | 000.509.968/0014-62 | TRTAR      | TRTAR      | TRTAR      |    82541 | 1998-01-16 12:25:33 | 2013-05-14 17:22:30 |
| trt14.gov.br                      | 003.326.815/0001-53 | TRT4       | TRT4       | TRT4       |   207068 | 1999-10-14 18:13:50 | 2023-09-26 15:01:13 |
| trt15.gov.br                      | 000.509.968/0016-24 | COITI      | COITI      | COITI      |    11736 | 1996-07-15 12:00:00 | 2015-04-06 18:18:51 |
| trt16.gov.br                      | 023.608.631/0001-93 | TRR7       | TRR7       | TRR7       |   209542 | 1999-10-14 20:16:23 | 2022-07-22 11:02:33 |
| trt17.gov.br                      | 000.509.968/0023-53 | SEGDI7     | SEGDI7     | DRZ        |    20723 | 1996-10-29 11:00:00 | 2020-05-05 20:44:21 |
| trt18.gov.br                      | 002.395.868/0001-63 | SEGDI7     | SEGDI7     | SETIN18    |    95194 | 1998-05-13 12:21:05 | 2020-05-05 20:44:16 |
| trt19.gov.br                      | 035.734.318/0001-80 | JLL22      | ULSME7     | JLL22      |   169924 | 1999-06-30 14:23:33 | 2023-05-24 11:09:11 |
| trt2.gov.br                       | 003.241.738/0001-39 | RECCO133   | SERTE12    | RECCO133   |   168327 | 1999-06-11 19:34:38 | 2021-03-16 18:23:19 |
| trt20.gov.br                      | 001.445.033/0001-08 | TSITI1     | TSITI1     | TSITI1     |    73545 | 1997-12-06 11:00:00 | 2022-03-24 12:43:44 |
| trt21.gov.br                      | 000.509.968/0086-37 | SEGDI7     | SEGDI7     | WCJ56      |    43814 | 1997-06-18 12:00:00 | 2020-05-05 20:44:18 |
| trt22.gov.br                      | 000.509.968/0087-18 | TRR3       | JMASI62    | TRR3       |    44732 | 1997-06-25 12:00:00 | 2019-02-11 12:51:11 |
| trt23.gov.br                      | 037.115.425/0001-56 | FRTNE13    | ROHSA29    | FRTNE13    |    19718 | 1996-10-21 11:00:00 | 2019-08-22 17:17:29 |
| trt24.gov.br                      | 037.115.409/0001-63 | GAS5       | AMS339     | MAMSA38    |    42809 | 1997-06-13 12:00:00 | 2023-03-14 17:47:51 |
| trt3.gov.br                       | 001.298.583/0001-41 | JOPVI11    | JGSCO47    | GAPFA4     |  3863807 | 2007-08-29 15:41:38 | 2023-06-13 15:50:22 |
| trt4.gov.br                       | 002.520.619/0001-52 | TRP3       | TRP3       | TRP3       |    39445 | 1997-05-15 12:00:00 | 2017-06-16 22:04:11 |
| trt6.gov.br                       | 000.509.968/0007-33 | JAS64      | JAS64      | JAS64      |    19093 | 1996-10-16 11:00:00 | 2019-10-02 20:46:19 |
| trt7.gov.br                       | 000.509.968/0008-14 | LCMTR      | ROTSI68    | ROTSI68    |    81487 | 1998-01-16 12:23:40 | 2022-11-28 13:47:16 |
| trt9.gov.br                       | 000.509.968/0010-39 | TRTPR1     | TRTPR1     | TRTPR1     |   151987 | 1999-04-13 13:45:04 | 2023-09-28 15:52:20 |
| trtes.gov.br                      | 002.488.507/0001-61 | SEGDI7     | SEGDI7     | DRZ        |  3761923 | 2007-08-07 17:07:39 | 2020-05-05 20:44:25 |
| trtms.gov.br                      | 037.115.409/0001-63 | GAS5       | AMS339     | MAMSA38    |  1399086 | 2003-10-17 19:31:51 | 2023-03-14 17:48:12 |
| trtrio.gov.br                     | 002.578.421/0001-20 | FAD102     | DMPIT1     | FAD102     |    51508 | 1997-08-12 12:00:00 | 2022-11-25 17:29:12 |
| trtsp.gov.br                      | 003.241.738/0001-39 | RECCO133   | SERTE12    | RECCO133   |   168099 | 1999-06-10 20:59:44 | 2021-03-16 18:23:58 |
| trtwap.gov.br                     | 003.241.738/0001-39 | RECCO133   | SERTE12    | RECCO133   |   442480 | 2000-10-25 12:50:28 | 2021-03-16 18:24:26 |
| tse.gov.br                        | 000.509.018/0001-13 | DCC        | DCC        | WOS3       |     9718 | 1996-06-17 12:00:00 | 2021-08-07 01:02:16 |
| tst.gov.br                        | 000.509.968/0001-48 | SCD13      | SCD13      | SCD13      |     4671 | 1995-11-30 12:00:00 | 2022-11-16 18:26:31 |
| turismo.gov.br                    | 005.457.283/0002-08 | SUAAL3     | SUAAL3     | SUAAL3     |  1070851 | 2003-01-15 17:48:29 | 2020-01-09 18:49:42 |
| turismoacessivel.gov.br           | 005.457.283/0002-08 | SUAAL3     | SUAAL3     | SUAAL3     | 12566429 | 2014-02-27 14:36:40 | 2014-02-27 14:36:40 |
| turismobrasil.gov.br              | 005.457.283/0002-08 | SUAAL3     | SUAAL3     | SUAAL3     |  4131446 | 2007-12-24 11:29:17 | 2020-01-09 18:49:42 |
| tvjustica.gov.br                  | 000.531.640/0001-28 | SEGDI7     | SEGDI7     | GASTI6     |   746725 | 2002-03-22 12:13:03 | 2020-05-05 20:44:15 |
| uca.gov.br                        | 033.683.111/0001-07 | GSISE      | GSISE      | GSISE      |  3656440 | 2007-06-14 17:47:35 | 2020-06-10 18:17:26 |
| unasus.gov.br                     | 033.781.055/0009-92 | RAMMO42    | RAMMO42    | RAMMO42    |  8923771 | 2011-10-25 13:52:35 | 2023-07-13 19:06:25 |
| unijus.gov.br                     | 000.488.478/0001-02 | JHTMS      | JHTMS      | JHTMS      |  3075238 | 2006-09-26 17:47:46 | 2021-06-23 17:09:20 |
| valec.gov.br                      | 042.150.664/0007-72 | ROXSA14    | GECOL110   | ROXSA14    |  2346471 | 2005-09-15 14:51:35 | 2022-07-06 00:52:48 |
| varadafazenda.gov.br              | 000.488.478/0001-02 | JHTMS      | JHTMS      | JHTMS      |  1734201 | 2004-07-22 18:15:37 | 2021-06-23 17:09:27 |
| venturecapital.gov.br             | 033.749.086/0002-90 | EDOQU10    | NEAME26    | EDOQU10    |   290586 | 2000-04-04 17:18:46 | 2023-02-27 19:10:55 |
| veracruz-rs.gov.br                | 098.661.366/0001-06 | JOPBE      | JOPBE      | JOPBE      |   352374 | 2000-06-02 19:29:20 | 2017-12-13 21:28:56 |
| versionamento.gov.br              | 000.394.460/0008-18 | GSISE      | GSISE      | GSISE      | 11248869 | 2013-03-21 14:37:52 | 2021-01-12 11:25:55 |
| viajamais.gov.br                  | 005.457.283/0002-08 | SUAAL3     | SUAAL3     | SUAAL3     | 11775765 | 2013-07-29 18:30:21 | 2014-09-20 22:12:36 |
| vice-presidencia.gov.br           | 000.894.355/0001-71 | MAR79      | MAR79      | RMP45      |   303852 | 2000-04-10 16:46:09 | 2022-07-21 17:40:21 |
| vicepresidenciadarepublica.gov.br | 000.894.355/0001-71 | MAR79      | MAR79      | RMP45      |   303886 | 2000-04-10 16:46:11 | 2022-07-21 17:40:59 |
| vidadacrianca.gov.br              | 000.394.411/0001-09 | MAR79      | MAR79      | MAR79      | 17436845 | 2017-09-20 12:08:34 | 2017-09-20 12:08:34 |
| vidaedinheiro.gov.br              | 029.507.878/0001-08 | CVGTE      | CVGTE      | CVGTE      |  4719790 | 2008-08-01 16:55:20 | 2021-12-08 22:22:48 |
| vigilanciasanitaria.gov.br        | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944368 | 2022-08-24 12:16:12 | 2023-05-11 19:06:30 |
| viibra.gov.br                     | 000.530.279/0004-68 | SSAIR      | SSAIR      | SSAIR      | 12568537 | 2014-03-05 15:21:22 | 2023-10-11 00:49:24 |
| vispublica.gov.br                 | 000.394.460/0008-18 | GSISE      | GSISE      | GSISE      | 10667427 | 2012-11-21 18:08:24 | 2021-01-12 11:25:55 |
